Titulo,Artista,Year,Genero,Estado,pais,stilo
Carlos Vives - La Tierra Del Olvido,Carlos Vives,2000,['Latin'],Accepted,Peru,['Vallenato']
Carlos Vives & Shakira - La Bicicleta (Remix),Carlos Vives,2016,"['Latin', 'Pop']",Accepted,Unknown,"['Vallenato', 'Reggaeton']"
Luz* - III,Luz Casal,1992,['Rock'],Accepted,Spain,['Pop Rock']
Edurne - Catarsis,Edurne,2020,['Pop'],Accepted,Spain,
"Amadeo Vives, Federico Romero, Guillermo Fernández Shaw* - Doña Francisquita ",Amadeo Vives,1959,"['Classical', 'Stage & Screen']",Accepted,US,['Zarzuela']
Luz Casal - III,Luz Casal,1986,"['Rock', 'Pop']",Accepted,Mexico,['Vocal']
Carlos Vives - El Amor De Mi Tierra,Carlos Vives,0,"['Latin', 'Folk, World, & Country']",Accepted,Argentina,"['Cumbia', 'Rumba', 'Vallenato']"
Carlos Vives - Déjame Entrar,Carlos Vives,2001,['Latin'],Accepted,Colombia,['Cumbia']
Zebra (14) - Solo Aquí Pensando,Zebra (14),1974,"['Rock', 'Pop']",Accepted,Spain,['Glam']
Miguel Bosé - Salamandra,Miguel Bosé,1987,"['Electronic', 'Pop']",Accepted,Mexico,['Synth-pop']
Carlos Vives - Al Centro De La Ciudad,Carlos Vives,1990,"['Latin', 'Pop']",Accepted,US,"['Vallenato', 'Cumbia']"
Andrés Calamaro - Dios los Cría,Andrés Calamaro,2021,"['Rock', 'Latin', 'Folk, World, & Country']",Accepted,Argentina,['Salsa']
Carlos Vives - El Amor De Mi Tierra,Carlos Vives,1999,['Latin'],Accepted,Mexico,"['Cumbia', 'Rumba']"
Carlos Vives - Corazón Profundo,Carlos Vives,2013,"['Latin', 'Pop']",Accepted,Mexico,"['Vocal', 'Vallenato']"
Carlos Vives - Como Tú (Remixes),Carlos Vives,0,['Electronic'],Accepted,US,['House']
Carlos Vives - El Rock De Mi Pueblo,Carlos Vives,2004,"['Latin', 'Pop']",Accepted,Canada,['Vallenato']
Carlos Vives - Voy A Olvidarme De Mí,Carlos Vives,2004,"['Latin', 'Pop']",Accepted,Mexico,"['Ballad', 'Bachata', 'Vallenato']"
Carlos Vives - Pa' Mayte,Carlos Vives,1995,"['Latin', 'Pop']",Accepted,Mexico,['Vallenato']
Carlos Vives - Escalona Volumen 2,Carlos Vives,1992,['Latin'],Accepted,US,['Vallenato']
