Titulo,Artista,Year,Genero,Estado,pais,stilo
Miley Cyrus - Plastic Hearts,Miley Cyrus,2020,"['Rock', 'Pop']",Accepted,US,"['Arena Rock', 'Hard Rock', 'Post-Punk', 'Power Pop', 'Soft Rock', 'Pop Rock', 'Ballad']"
Mark Ronson Feat: Miley Cyrus - Nothing Breaks Like A Heart,Mark Ronson,2019,"['Electronic', 'Pop']",Accepted,US,['Dance-pop']
Miley Cyrus - Party In The U.S.A.,Miley Cyrus,2009,"['Electronic', 'Rock', 'Pop']",Accepted,Europe,"['House', 'Pop Rock']"
Miley Cyrus - Bangerz Tour,Miley Cyrus,2015,"['Electronic', 'Hip Hop', 'Pop']",Accepted,Europe,['Vocal']
Miley Cyrus - Can't Be Tamed,Miley Cyrus,2010,['Pop'],Accepted,Brazil,['Vocal']
Miley Cyrus - Breakout,Miley Cyrus,2008,"['Rock', 'Pop']",Accepted,Canada,['Pop Rock']
Miley Cyrus - Younger Now,Miley Cyrus,2017,"['Rock', 'Folk, World, & Country']",Accepted,Australia,"['Soft Rock', 'Country', 'Pop Rock']"
Miley Cyrus - The Time Of Our Lives,Miley Cyrus,2009,"['Rock', 'Pop']",Accepted,Brazil,['Pop Rock']
Miley Cyrus - Bangerz,Miley Cyrus,2013,"['Hip Hop', 'Pop']",Accepted,US,
"Miley Cyrus, Hannah Montana - Hannah Montana The Movie",Miley Cyrus,2009,"['Rock', 'Pop', 'Folk, World, & Country', 'Stage & Screen']",Accepted,Europe,"['Country', 'Country Rock', 'Pop Rock', 'Power Pop', 'Soundtrack']"
Miley Cyrus - Wrecking Ball,Miley Cyrus,2013,['Pop'],Accepted,Unknown,['Ballad']
Miley Cyrus - Can't Be Tamed,Miley Cyrus,2010,"['Electronic', 'Rock', 'Pop']",Accepted,Canada,"['Dance-pop', 'Pop Rock', 'Electro']"
Miley Cyrus - Plastic Hearts,Miley Cyrus,2020,"['Rock', 'Pop']",Accepted,Canada,"['Arena Rock', 'Hard Rock', 'Post-Punk', 'Power Pop', 'Soft Rock', 'Pop Rock', 'Ballad']"
Miley Cyrus - Bangerz Tour,Miley Cyrus,2015,"['Electronic', 'Hip Hop', 'Pop']",Accepted,Brazil,"['Vocal', 'Synth-pop']"
Miley Cyrus - Can't Be Tamed,Miley Cyrus,2010,"['Electronic', 'Rock', 'Pop']",Accepted,Brazil,"['Vocal', 'Dance-pop', 'Pop Rock']"
Miley Cyrus - She Is Coming,Miley Cyrus,2019,['Pop'],Accepted,Unknown,['Vocal']
Miley Cyrus - Plastic Hearts,Miley Cyrus,2020,"['Rock', 'Pop']",Accepted,Australia,"['Arena Rock', 'Hard Rock', 'Post-Punk', 'Power Pop', 'Soft Rock', 'Pop Rock', 'Ballad']"
Miley Cyrus - Bangerz Tour,Miley Cyrus,2015,"['Electronic', 'Hip Hop', 'Pop']",Accepted,US,['Vocal']
Miley Cyrus - Bangerz,Miley Cyrus,2013,"['Hip Hop', 'Pop']",Accepted,US,
Miley Cyrus - See You Again (2008 Mix),Miley Cyrus,2008,"['Electronic', 'Rock', 'Pop']",Accepted,UK,['Power Pop']
Miley Cyrus - The Time Of Our Lives,Miley Cyrus,2009,"['Rock', 'Pop']",Accepted,Japan,['Pop Rock']
Miley Cyrus - Bangerz,Miley Cyrus,2013,['Pop'],Accepted,Europe,
Miley Cyrus - Bangerz,Miley Cyrus,2013,"['Hip Hop', 'Pop']",Accepted,US,
Miley Cyrus - Bangerz,Miley Cyrus,2013,"['Hip Hop', 'Pop']",Accepted,Mexico,['Synth-pop']
Miley Cyrus - Start All Over,Miley Cyrus,2008,['Rock'],Accepted,Australia,['Pop Rock']
Miley Cyrus - Bangerz,Miley Cyrus,2013,"['Hip Hop', 'Pop']",Accepted,US,
Miley Cyrus - Bangerz Tour,Miley Cyrus,2015,"['Electronic', 'Hip Hop', 'Pop']",Accepted,Europe,['Vocal']
Miley Cyrus - Bangerz,Miley Cyrus,2013,"['Hip Hop', 'Pop']",Accepted,Canada,
